uni,date,event,total
University of Michigan - Ann Arbor,2017,Michigan,758
The University of Akron,1997,Michigan,757
Universitat Politécnica de Valéncia,2018,Spain,757
Wroclaw University of Technology,2021,Czech Republic,757
Rochester Institute of Technology,1998,Michigan,757
Missouri University of Science and Technology,2008,Michigan,756
Politecnico di Torino,2010,Germany,756
University of Kansas,2006,Michigan,756
Carleton University,2018,Canada,756
Cornell University,2013,Michigan,756
University of New South Wales,2006,Australia,756
Hochschule für Angewandte Wissenschaften Hamburg,2013,Austria,756
University of Toledo,2016,Lincoln,755
Technische Universität Berlin,2021,East,755
University of Michigan - Ann Arbor,2012,Michigan,755
Drexel University,2008,Virginia,755
University of Toledo,2006,California,755
University of Florida,2007,Michigan,755
San José State University,2022,Michigan,755
Fachhochschule Coburg,2022,Alpe Adria,754
Oxford Brookes University,2019,United Kingdom,754
University of Sheffield,2021,United Kingdom,754
Technische Universität Graz,2013,Michigan,754
Swinburne University of Technology,2011,Japan,754
Saginaw Valley State University,2005,Michigan,754
Curtin University,2013,Australia,754
Kyoto Institute of Technology,2015,Japan,753
Kyoto Institute of Technology,2016,Japan,753
Yokohama National University,2016,Japan,753
Université Laval,2014,Michigan,753
Kyoto Institute of Technology,2014,Japan,752
Fachhochschule Coburg,2016,Germany,752
Hochschule für Angewandte Wissenschaften Hamburg,2015,Spain,752
University of Oklahoma,2006,California,752
University of Cincinnati,2019,Canada,752
COEP Technological University ,2019,India,752
Hochschule Esslingen,2011,Italy,752
Brno University of Technology,2021,Netherlands,752
Rochester Institute of Technology,2007,Michigan,752
Aristotle University of Thessaloniki,2014,Italy,752
TU Delft,2008,United Kingdom,752
Karlsruhe Institute of Technology,2016,Austria,752
Technische Universität Berlin,2017,Germany,752
Technische Universität Graz,2016,Germany,751
University of Kansas,2015,Lincoln,751
Universität Stuttgart,2015,United Kingdom,751
Wroclaw University of Technology,2019,Italy,751
Technische Hochschule Mittelhessen,2019,Italy,751
The University of Akron,2012,Germany,751
Westsächsische Hochschule Zwickau,2011,Michigan,751
Fachhochschule Joanneum Graz,2015,Austria,751
Technische Universität Graz,2012,Michigan,751
Budapest University of Technology and Economics,2022,Alpe Adria,750
Clemson University,1999,Michigan,750
Virginia Polytechnic Institute and State University,2003,Michigan,750
Monash University,2018,Germany,750
Nagoya Institute of Technology,2016,Japan,750
Rose-Hulman Institute of Technology,2016,Lincoln,750
Rutgers The State University of New Jersey,2019,Lincoln,749
Karlsruhe Institute of Technology,2009,Italy,749
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2010,Italy,749
École de Technologie Superieure,2001,Michigan,748
University of Bath,2015,United Kingdom,748
Alma Mater Studiorum - Università di Bologna,2012,Hungary,748
Ritsumeikan University,2006,Japan,748
École de Technologie Superieure,2018,Spain,748
University of West Bohemia,2019,Czech Republic,748
University of South Florida,2013,Lincoln,748
Fachhochschule Stralsund,2006,United Kingdom,747
University of Applied Sciences Ravensburg-Weingarten,2018,East,747
Rochester Institute of Technology,2003,Australia,747
Tokai University,2010,Japan,747
Fachhochschule München,2015,Spain,746
University of Illinois at Urbana-Champaign,2017,Lincoln,746
Università degli Studi di Firenze,2016,Italy,746
University of Florida,2008,Michigan,746
Hochschule Karlsruhe - Technik und Wirtschaft,2018,Germany,745
École Polytechnique de Montréal,2018,Lincoln,745
Lawrence Technological University,1995,Michigan,745
Karlsruhe Institute of Technology,2016,United Kingdom,745
Gujarat Technological University,2020,India,745
Fachhochschule Joanneum Graz,2015,Germany,745
College of Science and Technology Nihon University,2006,Japan,744
Kettering University,2022,Michigan,744
Oxford Brookes University,2007,Germany,744
Wroclaw University of Technology,2021,Italy,744
University of Bath,2015,Austria,744
Budapest University of Technology and Economics,2012,Hungary,744
Technische Universität Graz,2015,Germany,744
California State University Northridge,2017,Lincoln,744
Western Washington University,2009,California,744
University of Bath,2016,East,744
Hochschule für Angewandte Wissenschaften Hamburg,2013,Germany,744
Alma Mater Studiorum - Università di Bologna,2022,Czech Republic,743
Technical University of Munich,2010,Germany,743
Nihon Automobile College,2017,Japan,743
ETH Zürich,2009,Germany,743
Brno University of Technology,2019,East,743
The University of Tokyo,2007,Japan,743
University of Michigan - Ann Arbor,2015,Michigan,743
Technische Universität Bergakademie Freiberg,2010,Austria,742
Sophia University,2008,Australia,742
University of California Berkeley,2014,Lincoln,741
Michigan State University,2012,Lincoln,741
University of Queensland,2004,Australia,741
Universität Kassel,2015,Italy,741
Politecnico di Milano,2018,Germany,741
California State Polytechnic University Pomona,2012,Lincoln,740
Fachhochschule Joanneum Graz,2018,Japan,740
Fachhochschule Joanneum Graz,2018,Germany,740
Meijo University,2018,Japan,740
University of Cincinnati,2008,Michigan,740
Shizuoka University,2010,Japan,740
University of Michigan - Ann Arbor,2013,Germany,740
Universitat Politécnica de Valéncia,2018,Germany,740
Missouri University of Science and Technology,2005,Michigan,739
Fachhochschule Coburg,2012,Italy,739
Helsinki Metropolia University of Applied Sciences,2006,Michigan,739
Shibaura Institute of Technology,2018,Japan,739
University of Connecticut,2016,Canada,739
Ostbayerische Technische Hochschule Regensburg,2019,Spain,739
Universidade Federal do Rio Grande do Sul,2015,Brasil,739
Yokohama National University,2017,Japan,738
Centro Universitário da FEI,2013,Michigan,738
University of Adelaide,2003,Australia,737
Utsunomiya University,2011,Japan,737
The Ohio State University,2004,Michigan,737
Tongji University,2017,Japan,737
University Of Hertfordshire,2013,Germany,736
North Carolina State University,2006,Michigan,736
Oakland University,2013,Lincoln,736
GFR DHBW Ravensburg &amp; Oregon State University,2019,Michigan,736
Technische Universität Graz,2009,Germany,736
Helsinki Metropolia University of Applied Sciences,2012,Michigan,736
Shibaura Institute of Technology,2007,Japan,735
University of West Bohemia,2017,Italy,735
Tokai University,2014,Japan,735
Hochschule für Angewandte Wissenschaften Hamburg,2007,Italy,735
Michigan State University,2013,Michigan,735
Nagoya Institute of Technology,2014,Japan,735
University of Wollongong,2017,Australia,735
University of Wisconsin-Madison,2016,Michigan,735
Oxford Brookes University,2012,Germany,735
Fachhochschule Coburg,2014,Austria,734
University of California Los Angeles,2022,Michigan,734
Hochschule für Angewandte Wissenschaften Hamburg,2011,Germany,734
Czech Technical University in Prague,2013,Germany,734
Iowa State University,2006,Michigan,734
Oxford Brookes University,2014,United Kingdom,733
The University of Tokyo,2006,Japan,733
Duale Hochschule Baden-Württemberg Ravensburg,2009,Germany,733
Karlstad University,2017,United Kingdom,733
University of Auckland,2015,Australia,733
University of North Carolina at Charlotte,2002,Michigan,732
University of Applied Sciences Ravensburg-Weingarten,2012,Hungary,732
North Carolina State University,2019,Lincoln,732
Virginia Polytechnic Institute and State University,2015,Michigan,732
Universität Kassel,2014,Italy,732
University of Bath,2014,United Kingdom,732
University of Alabama,2022,Michigan,732
University of Missouri,2015,Lincoln,732
University of Melbourne,2018,Australia,732
California State Polytechnic University Pomona,2007,Italy,731
Dartmouth College,2006,United Kingdom,731
University of Toronto,2008,Michigan,731
University of Florida,2013,Michigan,731
Missouri University of Science and Technology,2006,California,731
University of Minnesota Twin Cities,2018,Lincoln,731
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2008,Germany,730
University of Toledo,2008,Michigan,730
Friedrich-Alexander-Universität Erlangen-Nürnberg,2014,Austria,730
San José State University,2017,Michigan,730
Meijo University,2012,Japan,730
Fachhochschule Stralsund,2010,Austria,730
Clemson University,1998,Michigan,730
Curtin University,2017,Australia,730
Dartmouth College,2001,Michigan,730
University of Queensland,2019,Australia,730
University of Texas at Arlington,2001,Michigan,729
University of New Mexico,2013,Lincoln,729
Technische Universität Graz,2013,Italy,729
Queen's University Belfast,2006,United Kingdom,729
Delhi Technological University,2018,India,729
Nagoya University,2013,Japan,729
University Of Hertfordshire,2011,United Kingdom,729
University of New South Wales,2017,Australia,729
Ryerson University,2005,Michigan,729
Meijo University,2017,Japan,729
University of Illinois at Urbana-Champaign,1995,Michigan,728
Cardiff University Wales,2015,Czech Republic,728
Virginia Polytechnic Institute and State University,2019,Lincoln,728
The University of Akron,2011,Michigan,728
University of Texas at Arlington,2009,California,728
Brunel University London,2002,United Kingdom,728
University of Queensland,2014,Australia,728
Purdue University - West Lafayette,2022,Michigan,728
University of Wollongong,2004,Michigan,728
Auburn University,2014,Michigan,727
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2010,United Kingdom,727
University of Waikato,2016,Australia,727
Osaka University,2009,Japan,727
Nagoya Institute of Technology,2015,Japan,727
University of South Florida,2015,Lincoln,726
Universidad LaSalle,1994,Michigan,726
The Ohio State University,1997,Michigan,726
University of Pittsburgh,2016,Lincoln,726
Universität Stuttgart,2014,Germany,726
ETH Zürich,2008,Germany,726
University of Washington,2012,Germany,726
University of Michigan - Ann Arbor,2014,Michigan,726
ETH Zürich,2008,Italy,725
University of Oklahoma,2010,Germany,725
University of Florida,2014,Michigan,725
Università della Calabria,2016,Italy,723
Missouri University of Science and Technology,2016,Michigan,723
Oakland University,2015,Canada,723
University of Florida,2006,Michigan,723
Curtin University,2014,Australia,723
University of Leeds,2002,United Kingdom,723
Virginia Polytechnic Institute and State University,2005,Michigan,723
Technische Universität Wien,2009,Italy,722
University of Waterloo,2001,Michigan,722
Shibaura Institute of Technology,2007,California,722
University of Michigan - Ann Arbor,2014,Lincoln,722
Nagoya Institute of Technology,2010,Japan,722
Brno University of Technology,2018,East,722
University of Toledo,2007,Michigan,722
Hochschule für Angewandte Wissenschaften Hamburg,2006,Italy,722
Technische Universität Braunschweig,2006,Germany,722
University of Minnesota Twin Cities,2017,Michigan,721
Clemson University,2004,Michigan,721
Loughborough University,2006,United Kingdom,721
Ecole Nationale d'Ingénieurs de Metz,2022,Spain,721
Hochschule Karlsruhe - Technik und Wirtschaft,2009,Italy,721
Doshisha University,2015,Japan,720
Tallinn TU UAS,2012,United Kingdom,720
Kettering University,2014,Lincoln,719
McGill University,2016,Canada,719
Michigan State University,2006,Michigan,719
University of Waterloo,1998,Michigan,719
Friedrich-Alexander-Universität Erlangen-Nürnberg,2015,Hungary,719
Chalmers University of Technology,2014,Germany,719
Oxford Brookes University,2012,United Kingdom,719
Rensselaer Polytechnic Institute,1998,Michigan,718
Universidade Estadual de Campinas,2013,Brasil,718
University of Kansas,2011,Michigan,718
Kyoto University,2007,Japan,718
South Dakota State University,2015,Lincoln,718
Fachhochschule Joanneum Graz,2013,Austria,718
Technische Universität Braunschweig,2004,United Kingdom,718
Chalmers University of Technology,2011,United Kingdom,717
Universitat Politécnica de Valéncia,2022,Austria,717
Alma Mater Studiorum - Università di Bologna,2017,Italy,717
Fachhochschule Coburg,2013,Spain,717
Kanazawa University,2010,Japan,717
Carleton University,2019,Michigan,717
Hochschule für Angewandte Wissenschaften Hamburg,2014,Austria,717
University Of Hertfordshire,2010,United Kingdom,716
Ostbayerische Technische Hochschule Regensburg,2018,Spain,716
The Ohio State University,1998,Michigan,716
University of Bath,2011,California,716
Brno University of Technology,2015,Hungary,716
Yokohama National University,2008,Japan,716
Centro Universitário Facens,2009,Brasil,716
Cardiff University Wales,2017,Czech Republic,716
University of Modena and Reggio Emilia,2018,East,715
University of Tasmania,2016,Australia,715
The University of Michigan-Dearborn,2016,Michigan,715
Ostbayerische Technische Hochschule Regensburg,2017,Germany,715
Centro Universitário Facens,2015,Brasil,715
University of New Mexico,2014,Lincoln,715
University of Bath,2009,United Kingdom,715
Purdue University - West Lafayette,2009,Michigan,715
University of Bath,2014,Austria,715
Centro Universitário da FEI,2014,Michigan,714
Centro Universitário da FEI,2012,Lincoln,714
Brunel University London,2009,United Kingdom,714
Universitat Politécnica de Valéncia,2019,Austria,714
Helsinki Metropolia University of Applied Sciences,2009,United Kingdom,714
Westsächsische Hochschule Zwickau,2010,United Kingdom,713
Oregon State University,1999,Michigan,713
University of Melbourne,2017,Australia,713
Cornell University,2017,Michigan,712
