Rank,University,Year,Points
6597,University of Illinois at Chicago,2012,98.0
6598,North Dakota State University,2007,98.0
6599,Saraswati College of Engineering,2019,98.0
6600,University of Minnesota Duluth,2009,97.0
6601,Escola de Engenharia de Lorena da Universidade de São Paulo,2014,97.0
6602,Universidade de Lisboa - Instituto Superior Técnico,2004,97.0
6603,Indira Gandhi Delhi Technical University for Women,2018,97.0
6604,Manchester Metropolitan University,2013,97.0
6605,Universidade de Brasília,2014,97.0
6606,Universidade Federal Fluminense - Niterói,2007,97.0
6607,University of Glasgow,2008,96.0
6608,Fachhochschule Frankfurt am Main,2008,96.0
6609,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2012,96.0
6610,Hiroshima Institute of Technology,2018,96.0
6611,Tottori University,2011,96.0
6612,Monroe County Community College,1995,96.0
6613,Washington State University,2015,96.0
6614,University of Sussex,2010,96.0
6615,Gheorghe Asachi Technical University of Iaşi,2012,96.0
6616,Universidad Metropolitana,2015,96.0
6617,IMT Nord Europe - Douai,2001,95.0
6618,Universität der Bundeswehr München,2016,95.0
6619,Chitkara University Punjab,2010,95.0
6620,National Institute of Technology - Calicut,2018,95.0
6621,Polytechnic Institute of New York University,2001,95.0
6622,Universidade Federal de Campina Grande,2016,95.0
6623,Polytechnic University of Puerto Rico,2004,94.0
6624,University of Minnesota Duluth,2022,94.0
6625,Escola Politècnica Superior d'Enginyeria de Manresa,2019,94.0
6626,Fukui University of Technology,2009,94.0
6627,Universidade Comunitária Regional de Chapecó,2017,94.0
6628,University of Hull,2017,94.0
6629,Chitkara University Punjab,2014,94.0
6630,Aston University,2010,94.0
6631,California State University Fresno,2007,94.0
6632,Rayat Institute of Engineering and Information Technology,2009,93.0
6633,New Jersey Institute of Technology,2010,93.0
6634,New Jersey Institute of Technology,2011,93.0
6635,Sheffield Hallam University,2002,93.0
6636,Odessa Polytechnic National State University,2014,93.0
6637,Escola de Engenharia de Lorena da Universidade de São Paulo,2013,93.0
6638,University of Cadiz,2019,93.0
6639,Sojo University,2016,93.0
6640,Marquette University,1998,93.0
6641,University of Wyoming,1994,92.0
6642,University of Manchester,2006,92.0
6643,Meisei University,2011,92.0
6644,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2009,92.0
6645,Birla Institute of Technology Mesra,2007,92.0
6646,University of Western Australia,2015,92.0
6647,Bharati Vidyapeeth College of Engineering,2013,92.0
6648,Peoples' Friendship University of Russia,2013,92.0
6649,Tyumen Industrial University,2018,92.0
6650,University of Sunderland,2015,92.0
6651,Hochschule Bonn-Rhein-Sieg,2010,92.0
6652,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2017,91.0
6653,Birmingham City University,2011,91.0
6654,The University of Kitakyushu,2016,91.0
6655,Moscow State Automobile &amp; Road Technical University - MADI,2007,91.0
6656,Arizona State University,2008,91.0
6657,University of Texas at Austin,1996,91.0
6658,Fukui University of Technology,2007,91.0
6659,Southern Taiwan University of Technology,2018,91.0
6660,University of the Basque Country,2009,91.0
6661,Madras Institute of Technology,2018,91.0
6662,Universidade Estadual Paulista - Guaratinguetá,2016,91.0
6663,Escola Politècnica Superior d'Enginyeria de Manresa,2016,91.0
6664,Bergische Universität Wuppertal,2015,91.0
6665,Toyota Technical College Nagoya,2012,91.0
6666,North Dakota State University,2004,91.0
6667,The University of Michigan-Dearborn,1995,90.0
6668,Doshisha University,2004,90.0
6669,Frederick University,2017,90.0
6670,Bergische Universität Wuppertal,2008,90.0
6671,Aso College of Automotive Engineering and Technology,2012,90.0
6672,Portland State University,2008,90.0
6673,Keio University,2015,90.0
6674,University of Portsmouth,2011,90.0
6675,Haldia Institute of Technology,2018,90.0
6676,Gheorghe Asachi Technical University of Iaşi,2019,90.0
6677,College of Science and Technology Nihon University,2017,89.0
6678,Waseda University,2011,89.0
6679,Instituto Mauá de Tecnologia,2007,89.0
6680,Setsunan University,2017,89.0
6681,Sheffield Hallam University,2005,89.0
6682,Sri Venkateswara College of Engineering,2019,89.0
6683,Setsunan University,2011,89.0
6684,Universidade Federal Fluminense - Niterói,2009,89.0
6685,Hanze University of Applied Sciences Groningen,2018,89.0
6686,University of Georgia,2019,89.0
6687,Universidade Federal de São Carlos,2017,89.0
6688,Alabama A&amp;M University,2018,89.0
6689,Indian Institute of Technology Delhi,2007,89.0
6690,Stevens Institute of Technology,2012,88.0
6691,University of Pittsburgh,1996,88.0
6692,Drexel University,1999,88.0
6693,University of Georgia,2022,88.0
6694,Birla Institute of Technology Mesra,2013,88.0
6695,Universidade Tecnológica Federal do Paraná,2010,88.0
6696,City University London,2012,88.0
6697,Thapar Institute of Engineering and Technology,2010,88.0
6698,John von Neumann University,2022,88.0
6699,University of Southern California,2011,88.0
6700,PES Institute of Technology,2008,88.0
6701,The National Institute of Engineering Mysore,2018,87.0
6702,United States Air Force Academy,1999,87.0
6703,University of Iowa,1999,87.0
6704,University of Salford,2019,87.0
6705,Thomas More Mechelen - De Nayer,2011,87.0
6706,Utsunomiya University,2018,87.0
6707,Arizona State University,2001,86.0
6708,University of Leicester,2022,86.0
6709,City University London,2009,86.0
6710,Bradley University,2019,86.0
6711,Technische Universität Darmstadt,2017,86.0
6712,Birla Institute of Science and Technology Pilani - Dubai,2017,86.0
6713,University of Iowa,2000,86.0
6714,VIT University - Chennai,2014,86.0
6715,Bangalore Institute of Technology,2012,86.0
6716,Technische Universität Berlin,2006,86.0
6717,Delhi Technological University,2010,86.0
6718,Yamagata University,2011,85.0
6719,University of Victoria,2009,85.0
6720,Alexandria University,2012,85.0
6721,University of Central Lancashire,2019,85.0
6722,Southern Taiwan University of Technology,2006,85.0
6723,Southern Methodist University,2016,85.0
6724,Kinki University,2019,85.0
6725,Instituto Politécnico Nacional,2012,85.0
6726,Universidad Metropolitana,2005,85.0
6727,University of Puerto Rico,1997,84.0
6728,Politecnico di Bari,2016,84.0
6729,University College London,2007,84.0
6730,Queen Mary University of London,2018,84.0
6731,City College of The City University of New York,2006,84.0
6732,Kinki University,2018,84.0
6733,Setsunan University,2012,84.0
6734,University College London,2014,84.0
6735,Universidad de Castilla-La Mancha,2013,83.0
6736,University of Hull,2016,83.0
6737,University of Delaware,2010,83.0
6738,Universidade Federal Fluminense - Niterói,2014,83.0
6739,Universidade Federal Fluminense - Niterói,2015,83.0
6740,Bergische Universität Wuppertal,2007,83.0
6741,University of Minnesota Duluth,2012,83.0
6742,Lehigh University,1999,82.0
6743,UniSALESIANO Araçatuba,2016,82.0
6744,Arizona State University,2022,82.0
6745,SRM Institute of Science and Technology - Ramapuram,2020,82.0
6746,Togliatti State University,2017,82.0
6747,Università degli Studi di Salerno,2019,82.0
6748,National Technical University of Ukraine Kyiv Polytechnic Institute,2015,82.0
6749,NED University of Engineering and Technology,2017,81.0
6750,Fachhochschule Aachen,2017,81.0
6751,Colorado State University,2005,81.0
6752,Aso College of Automotive Engineering and Technology,2011,81.0
6753,University of Toyama,2018,81.0
6754,University of Colorado at Boulder,1994,81.0
6755,Uludağ University,2013,81.0
6756,Institute of Technologists,2006,81.0
6757,Old Dominion University,1998,81.0
6758,Shonan Institute of Technology,2009,81.0
6759,University of Sunderland,2009,81.0
6760,Worcester Polytechnic Institute,2003,81.0
6761,Università degli Studi di Roma Tor Vergata,2009,81.0
6762,South Dakota School of Mines and Technology,1996,81.0
6763,Sojo University,2014,80.0
6764,Kyushu University,2016,80.0
6765,Moscow Polytechnic University,2008,80.0
6766,University of Utah,1997,80.0
6767,Florida International University,2012,80.0
6768,Instituto Tecnológico de Chihuahua,1996,80.0
6769,Universidad de Oriente Venezuela,2007,80.0
6770,De Montfort University,2015,80.0
6771,Universidade Federal de Santa Catarina,2013,80.0
6772,Universidade Federal de Itajubá - Itajubá,2014,80.0
6773,University of Rijeka,2014,79.0
6774,University of Hull,2012,79.0
6775,Tottori University,2009,79.0
6776,University of Central Lancashire,2016,79.0
6777,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2016,79.0
6778,Chiba Institute of Technology,2016,79.0
6779,Meisei University,2013,79.0
6780,Tottori University,2015,79.0
6781,Kinki University,2016,79.0
6782,Ritsumeikan University,2011,79.0
6783,Osaka Institute of Technology,2008,78.0
6784,Osaka Prefecture University,2010,78.0
6785,College of Industrial Technology Nihon University,2013,78.0
6786,Universidade Federal de Sergipe,2017,78.0
6787,University of Sunderland,2007,78.0
6788,UniSALESIANO Araçatuba,2017,78.0
6789,Gheorghe Asachi Technical University of Iaşi,2018,78.0
6790,Aoyama Gakuin University,2017,78.0
6791,Politecnico di Milano,2007,78.0
6792,Sheffield Hallam University,2007,78.0
6793,Meisei University,2012,78.0
6794,Pillai College Of Engineering,2020,78.0
6795,Dr. Mahalingam College of Engineering and Technology,2014,78.0
6796,Niigata University,2009,77.0
6797,Setsunan University,2013,77.0
6798,University of Ulster,2016,77.0
6799,Tokai University,2004,77.0
6800,Kyushu University,2017,77.0
6801,Federal University of Paraíba,2014,77.0
6802,CESI École d’ingénieurs - Nanterre,2022,77.0
6803,Grand Canyon University,2019,77.0
6804,Toyohashi University of Technology,2006,76.0
6805,Universidade Tecnológica Federal do Paraná,2007,76.0
6806,University of Huddersfield,2005,76.0
6807,University Institute of Technology RGPV Bhopal,2019,76.0
6808,Fachhochschule Aachen,2021,76.0
6809,Hindustan Institute of Technology and Science,2018,76.0
6810,Tyumen Industrial University,2017,75.0
6811,Yamagata University,2009,75.0
6812,Universitat de Girona,2016,75.0
6813,Seoul National University of Science and Technology,2013,75.0
6814,Seikei University,2011,75.0
6815,Philadelphia University,2014,75.0
6816,University of Southern Queensland,2005,75.0
6817,Colorado School of Mines,1998,75.0
6818,Charotar University of Science and Technology,2018,75.0
6819,University of Texas at San Antonio,2017,75.0
6820,Kalinga Institute of Industrial Technology,2020,75.0
6821,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2010,75.0
6822,Moscow State Automobile &amp; Road Technical University - MADI,2011,75.0
6823,Aston University,2021,75.0
6824,Penn State Harrisburg,2022,74.0
6825,University of North Texas,2015,74.0
6826,Escola de Engenharia de Lorena da Universidade de São Paulo,2016,74.0
6827,University of Western Australia,2012,74.0
6828,Sinhgad College of Engineering Vadgaon,2016,73.0
6829,Sheffield Hallam University,2011,73.0
6830,Ryerson University,1997,73.0
6831,University of Pittsburgh,1995,73.0
6832,Osaka Prefecture University,2018,73.0
6833,Nitte Meenakshi Institute of Technology,2019,73.0
6834,University of Fukui,2006,73.0
6835,Fukui University of Technology,2004,73.0
6836,TECNUN - University of Navarra,2010,73.0
6837,Chandigarh University,2018,72.0
6838,Meisei University,2009,72.0
6839,University of Leeds,2018,72.0
6840,Universidad Politécnica de Cartagena,2019,72.0
6841,PEC University of Technology,2009,72.0
6842,Saint Louis University,2009,72.0
6843,PSG College of Technology,2017,72.0
6844,University of Arizona,2019,72.0
6845,Okayama University of Science,2011,71.0
6846,University of Central Florida,2022,71.0
6847,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2018,71.0
6848,Universitatea Politehnica Timișoara,2016,71.0
6849,California State University Long Beach,2003,71.0
6850,Universidad Autónoma del Estado de México,2006,71.0
6851,Mississippi State University,1996,70.0
6852,University of Indonesia,2018,70.0
6853,Universidade Federal de Santa Catarina - Joinville,2012,70.0
6854,Sinhgad College of Engineering Vadgaon,2018,69.0
6855,Hiroshima Institute of Technology,2015,69.0
6856,Universidad Rey Juan Carlos,2016,69.0
6857,Chiba Institute of Technology,2019,69.0
6858,University of Connecticut,2001,68.0
6859,FH Campus Wien,2021,68.0
6860,Queen's University Belfast,2015,68.0
6861,Concordia University,2000,68.0
6862,Hochschule Heilbronn,2013,68.0
6863,National Institute of Technology - Jamshedpur,2011,68.0
6864,Universidade Federal de Santa Catarina - Joinville,2017,68.0
6865,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2015,68.0
6866,University of Toyama,2017,67.0
6867,Universidade Paulista - Sorocaba,2009,67.0
6868,Kunsan National University,2007,67.0
6869,York College of Pennsylvania,2007,67.0
6870,Yamagata University,2010,67.0
6871,Texas State University,2017,67.0
6872,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2017,67.0
6873,FAMU-FSU College of Engineering,2000,67.0
6874,West Virginia University,1996,67.0
6875,Birla Institute of Science and Technology Pilani - Dubai,2022,66.0
6876,University of Alabama in Huntsville,2004,66.0
6877,University of Central Lancashire,2022,66.0
6878,The University of Kitakyushu,2015,66.0
6879,Faculty of Textile Science &amp; Technology. Shinshu University,2008,66.0
6880,Aso College of Automotive Engineering and Technology,2015,65.0
6881,Aichi Institute of Technology,2010,65.0
6882,Cégep du Vieux Montréal,2007,65.0
6883,Southern Taiwan University of Technology,2014,65.0
6884,Bergische Universität Wuppertal,2014,65.0
6885,Okayama University of Science,2014,64.0
6886,Federation University Australia,2004,64.0
6887,Universitat de Girona,2017,64.0
6888,Hacettepe University,2016,64.0
6889,Brandenburgische Technische Universität Cottbus,2010,64.0
6890,Ryerson University,1998,64.0
6891,University of Calgary,1999,64.0
6892,Kansas State University,2001,64.0
6893,University of Exeter,2015,64.0
6894,Yıldız Technical University,2014,63.0
6895,South Dakota State University,2008,63.0
6896,Odessa Polytechnic National State University,2022,63.0
6897,Chalmers University of Technology,2004,63.0
6898,University of the West of England,2014,63.0
6899,University of Toyama,2014,63.0
6900,Amity School of Engineering and Technology,2018,63.0
6901,Ferris State University,2013,62.0
6902,Bharati Vidyapeeth College of Engineering,2019,62.0
6903,Meisei University,2018,62.0
6904,Thapar Institute of Engineering and Technology,2018,62.0
6905,National Institute of Technology - Calicut,2013,62.0
6906,Universitat Jaume I,2016,62.0
6907,Marquette University,2001,61.0
6908,Chaitanya Bharathi Institute of Technology,2015,61.0
6909,Vasavi College of Engineering,2020,61.0
6910,Duke University,1999,61.0
6911,Concordia University,2001,61.0
6912,Universidad Metropolitana,2010,61.0
6913,Aoyama Gakuin University,2016,61.0
6914,Universidade Federal de São Carlos,2014,61.0
6915,Haldia Institute of Technology,2019,60.0
6916,HAN University of Applied Sciences,2021,60.0
6917,Technische Universität Dortmund,2006,60.0
6918,Aoyama Gakuin University,2011,60.0
6919,Alexandria University,2010,60.0
6920,Honda Technical College Kanto,2005,60.0
6921,Georgia Southern University,2006,60.0
6922,Universidade Federal de Viçosa,2017,59.0
6923,Gadjah Mada University,2014,59.0
6924,University of Portsmouth,2009,59.0
6925,University of Connecticut,1997,59.0
6926,Universidade de Brasília,2011,59.0
6927,Saint Louis University,2014,59.0
6928,University of Hartford,1994,59.0
6929,Manchester Metropolitan University,2008,59.0
6930,Universidad Francisco de Vitoria,2019,58.0
6931,University Politehnica Of Bucharest,2019,58.0
6932,Vishwakarma Institute of Information Technology,2019,58.0
6933,College of Industrial Technology Nihon University,2012,58.0
6934,Staffordshire University,2019,58.0
6935,Temple University,2013,58.0
6936,California State University Long Beach,2014,58.0
6937,Osaka City University,2016,57.0
6938,University of Huddersfield,2018,57.0
6939,Università degli Studi di Roma Tor Vergata,2010,57.0
6940,K L University,2020,57.0
6941,St. Vincent Pallotti College of Engineering and Technology,2020,57.0
6942,University of Texas at San Antonio,2022,57.0
6943,Universidade Federal de São Carlos,2016,57.0
6944,Kokushikan University,2015,56.0
6945,Universidade Federal do Rio Grande do Sul,2011,56.0
6946,University of Glasgow,2013,56.0
6947,University of Massachusetts Lowell,2017,55.0
6948,Lancaster  University,2015,55.0
6949,Shizuoka Professional College of Automobile Technology,2017,55.0
6950,Universidade Federal de Itajubá - Itabira,2012,55.0
6951,Chaitanya Bharathi Institute of Technology,2017,55.0
6952,University of California San Diego,2001,55.0
6953,Mansoura University,2017,55.0
6954,College of Industrial Technology Nihon University,2006,55.0
6955,University of Delaware,2001,55.0
6956,Fukui University of Technology,2008,55.0
6957,Shizuoka Professional College of Automobile Technology,2013,55.0
6958,Saitama Institute of Technology,2016,55.0
6959,Marquette University,1997,54.0
6960,Saitama Institute of Technology,2012,54.0
6961,Manchester Metropolitan University,2022,54.0
6962,California State University Fullerton,2022,54.0
6963,Temple University,2003,54.0
6964,Manav Rachna International University,2014,54.0
6965,Galgotias University,2020,54.0
6966,Saint Louis University,2016,54.0
6967,Marquette University,2002,54.0
6968,Cleveland State University,1995,54.0
6969,Drexel University,1995,54.0
6970,Washington State University,2022,53.0
6971,Galgotias University,2018,53.0
6972,North Carolina State University,2001,53.0
6973,Lovely Professional University,2019,53.0
6974,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2018,53.0
6975,Okayama University of Science,2013,53.0
6976,Guru Gobind Singh Indraprastha University,2011,52.0
6977,Universitatea Transilvania din Braşov,2009,52.0
6978,São Paulo State University - UNESP - Bauru,2014,52.0
6979,University of Northampton,2014,52.0
6980,New Jersey Institute of Technology,2000,52.0
6981,University of St. Thomas,2015,52.0
6982,North East Wales Institute of Higher Education,2007,51.0
6983,University of Central Lancashire,2011,51.0
6984,California State University Long Beach,2012,51.0
6985,Hochschule Bonn-Rhein-Sieg,2009,51.0
6986,Florida Institute of Technology,2002,51.0
6987,Tokyo Institute of Technology,2009,50.0
6988,Manchester Metropolitan University,2012,50.0
6989,Otto-von-Guericke-Universität Magdeburg,2010,50.0
6990,Colorado State University,2000,50.0
6991,Aoyama Gakuin University,2013,50.0
6992,Ataturk University,2022,50.0
6993,Düzce University,2022,50.0
6994,Temple University,2012,50.0
6995,University Putra Malaysia,2018,50.0
6996,Instituto Politécnico Nacional,2011,50.0
6997,Fanshawe College,2002,49.0
6998,Portland State University,2007,49.0
6999,Universidade Federal de Itajubá - Itabira,2014,49.0
7000,Aoyama Gakuin University,2015,49.0
7001,MCT's Rajiv Gandhi Institute of Technology,2010,49.0
7002,Istanbul Technical University,2014,49.0
7003,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2015,48.0
7004,Vanderbilt University,2003,48.0
7005,Yeungnam University College,2017,48.0
7006,Hanze University of Applied Sciences Groningen,2015,48.0
7007,Imperial College London,2008,48.0
7008,Aston University,2022,47.0
7009,Reykjavík University,2019,47.0
7010,University of Dundee,2019,47.0
7011,Universidade Paulista - Sorocaba,2010,46.0
7012,Kokushikan University,2014,46.0
7013,NED University of Engineering and Technology,2018,46.0
7014,University of Sunderland,2013,46.0
7015,Yeungnam University College,2016,46.0
7016,Acharya Institute of Technology,2018,46.0
7017,Universidad de Vigo,2021,46.0
7018,University of Southampton,2013,45.0
7019,Washington University in St. Louis,1997,45.0
7020,Akita Prefectural University,2007,45.0
7021,Aligarh Muslim University,2018,45.0
7022,McGill University,2000,45.0
7023,Universidad Europea de Madrid,2011,44.0
7024,Louisiana State University,2002,44.0
7025,University of Massachusetts Lowell,1998,44.0
7026,State University of New York at Buffalo,2003,44.0
7027,BITS Pilani KK Birla Goa Campus,2019,44.0
7028,Fachhochschule Hannover,2009,43.0
7029,UNESP - Campus de Ilha Solteira,2011,43.0
7030,ESIA San Luis Potosi,2011,43.0
7031,Technische Universität Darmstadt,2018,43.0
7032,City University London,2005,43.0
7033,Trinity College University of Dublin,2022,43.0
7034,University of Toyama,2015,42.0
7035,Bharati Vidyapeeth College of Engineering,2012,42.0
7036,Vaughn College of Aeronautics and Technology,2019,42.0
7037,Universidad Francisco de Vitoria,2021,42.0
7038,California State University Fresno,2006,42.0
7039,Kokushikan University,2016,42.0
7040,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2015,41.0
7041,Universitatea Politehnica Timișoara,2018,41.0
7042,City University London,2002,41.0
7043,Middle Tennessee State University,2005,40.0
7044,University of Massachusetts Lowell,1996,40.0
7045,Imperial College London,2002,40.0
7046,Kumoh National Institute of Technology,2014,40.0
7047,Syracuse University,2002,40.0
7048,Middle Tennessee State University,2004,39.0
7049,TSSM’s Bhivarabai Sawant College of Engineering &amp; Research,2019,39.0
7050,Hochschule für Technik und Wirtschaft Berlin,2006,39.0
7051,University of Waterloo,1995,39.0
7052,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2012,39.0
7053,Hanze University of Applied Sciences Groningen,2011,39.0
7054,Hiroshima University,2019,38.0
7055,University of Central Florida,2008,38.0
7056,DIT University,2020,38.0
7057,University of Northampton,2015,38.0
7058,Meisei University,2019,38.0
7059,University of Sunderland,2004,38.0
7060,Gheorghe Asachi Technical University of Iaşi,2015,38.0
7061,Institute of Technology Bandung,2012,37.0
7062,National Technical University of Ukraine Kyiv Polytechnic Institute,2016,37.0
7063,Odessa Polytechnic National State University,2013,37.0
7064,Ruhr-Universität Bochum,2010,37.0
7065,University of Malaga,2018,37.0
7066,University of Connecticut,2009,37.0
7067,Louisiana State University,2012,36.0
7068,Université de Sherbrooke,1999,36.0
7069,University of Alberta,2000,36.0
7070,Union College,2002,36.0
7071,University of Southern Queensland,2004,35.0
7072,Universidad de Oriente Venezuela,2013,35.0
7073,Louisiana State University,1997,35.0
7074,Aoyama Gakuin University,2012,35.0
7075,Aso College of Automotive Engineering and Technology,2016,35.0
7076,Laxmi Devi Institute of Engineering &amp; Technology,2008,35.0
7077,Slovak University of Technology in Bratislava,2017,35.0
7078,Staffordshire University,2018,35.0
7079,Portland State University,2005,34.0
7080,University of California Irvine,2000,34.0
7081,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2015,34.0
7082,Polytechnic Institute of New York University,1997,34.0
7083,Moscow State Automobile &amp; Road Technical University - MADI,2006,34.0
7084,Universidade Federal de Sergipe,2013,33.0
7085,University of Ottawa,2016,33.0
7086,Ramaiah Institute of Technology,2019,33.0
7087,Linköping University,2012,33.0
7088,Chandigarh University,2019,32.0
7089,Sinhgad College of Engineering Vadgaon,2017,32.0
7090,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2017,32.0
7091,Saitama Institute of Technology,2009,31.0
7092,University of Warwick,2016,31.0
7093,Ufa State Aviation Technical University,2019,31.0
7094,Ural State University of Railway Transport,2013,31.0
7095,Duke University,1996,31.0
7096,Universidade Federal de São Carlos,2012,31.0
7097,Kogakuin University,2018,31.0
7098,Bharati Vidyapeeth College of Engineering,2008,30.0
7099,Federal University of Paraíba,2010,30.0
7100,University of Southern California,1997,30.0
7101,University of Alabama,2004,30.0
7102,FAMU-FSU College of Engineering,1996,30.0
7103,Ulm University of Applied Sciences,2006,30.0
7104,Federal University of Paraíba,2012,29.0
7105,Fachhochschule Frankfurt am Main,2010,29.0
7106,Manav Rachna International University,2018,29.0
7107,University of Manchester,2007,28.0
7108,Imperial College London,2007,28.0
7109,Sheffield Hallam University,2012,28.0
7110,University of Saskatchewan,1999,28.0
7111,Midwestern State University,2022,28.0
7112,Tyumen Industrial University,2013,28.0
7113,Saitama Institute of Technology,2008,28.0
7114,United States Air Force Academy,2000,28.0
7115,Universidade Federal do Pará - Campus Tucuruí - UFPA,2017,27.0
7116,École Centrale Paris,2014,27.0
7117,Universitat de Girona,2015,27.0
7118,P.E.S. Modern College of Engineering,2018,27.0
7119,Université Laval,1995,27.0
7120,Manchester Metropolitan University,2007,27.0
7121,University of Exeter,2019,27.0
7122,University of Cadiz,2018,26.0
7123,California State Polytechnic University - San Luis Obispo,1994,26.0
7124,California State University Fresno,2002,25.0
7125,University of Arizona,1995,25.0
7126,University of Valladolid,2014,25.0
7127,Sardar Vallabhbhai National Institute of Technology,2020,25.0
7128,J.S.S. Academy of Technical Education Noida,2010,25.0
7129,Ryerson University,2014,23.0
7130,Western Michigan University,2003,23.0
7131,University of Nottingham,2007,23.0
7132,University of Sunderland,2012,23.0
7133,Pillai College Of Engineering,2014,23.0
7134,Saitama Institute of Technology,2015,23.0
7135,Federal University of Paraíba,2011,23.0
7136,San Diego State University,2003,22.0
7137,Universidade Federal de Uberlândia - UFU,2017,22.0
7138,Sheffield Hallam University,2006,22.0
7139,Universidade Federal de Itajubá - Itabira,2015,22.0
7140,California State University Fresno,2011,22.0
7141,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,2019,22.0
7142,Warsaw University of Technology,2010,22.0
7143,Cairo University,2017,21.0
7144,Tokyo Tech Car College Setagaya,2018,21.0
7145,University of Regina,1997,20.0
7146,Jordan University of Science and Technology,2015,20.0
7147,Universidade Estadual Paulista - Guaratinguetá,2008,19.0
7148,Hiroshima University,2010,19.0
7149,University College London,2010,19.0
7150,Chiba Institute of Technology,2014,19.0
7151,University of California Irvine,1995,19.0
7152,Kumaraguru College of Technology,2018,18.0
7153,Universiti Teknologi Petronas,2006,18.0
7154,The University of Michigan-Dearborn,2011,18.0
7155,University of Texas at San Antonio,1995,18.0
7156,Fachhochschule Dortmund,2012,18.0
7157,Charotar University of Science and Technology,2020,18.0
7158,Sojo University,2018,17.0
7159,TKM  College of Engineering,2020,17.0
7160,North East Wales Institute of Higher Education,2008,17.0
7161,University of Massachusetts Lowell,1995,16.0
7162,University of California Riverside,2009,16.0
7163,University of Technology Sydney,2002,15.0
7164,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2014,15.0
7165,Uludağ University,2012,14.0
7166,Chiba Institute of Technology,2010,14.0
7167,Saginaw Valley State University,2009,14.0
7168,FAMU-FSU College of Engineering,2018,13.0
7169,Kokushikan University,2012,13.0
7170,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2018,13.0
7171,University of Toledo,1994,13.0
7172,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2009,13.0
7173,Tyumen Industrial University,2014,12.0
7174,Yeungnam University College,2011,11.0
7175,Shizuoka Professional College of Automobile Technology,2016,11.0
7176,Hokkaido University,2007,11.0
7177,Temple University,1997,11.0
7178,Universidade Estadual do Oeste do Paraná,2017,11.0
7179,Technical University of Sofia,2018,10.0
7180,Universidade Paulista - Campinas - Campus II,2017,10.0
7181,Wichita State University,2009,9.0
7182,Okayama University of Science,2012,9.0
7183,Universidade Federal de Santa Catarina - Joinville,2011,8.0
7184,Oregon Institute of Technology,2008,8.0
7185,University of Mostar,2019,8.0
7186,Gifu University,2006,6.0
7187,College of Industrial Technology Nihon University,2014,6.0
7188,Universidade Federal da Bahia,2011,6.0
7189,University of New Brunswick,2016,6.0
7190,Southern Taiwan University of Technology,2016,5.0
7191,National Institute of Technology - Jamshedpur,2014,5.0
7192,Universidade Federal de Mato Grosso,2015,5.0
7193,Karel de Grote University College,2011,4.0
7194,Université du Québec à Chicoutimi,1998,4.0
7195,Loyola Marymount University,1999,4.0
7196,University of Massachusetts Dartmouth,2012,3.0
7197,University of Kocaeli,2021,3.0
7198,University of Central Lancashire,2015,3.0
7199,National Taipei University of Technology,2016,2.0
7200,Politecnico di Bari,2021,2.0
7201,University of the Basque Country,2008,2.0
7202,University of Arizona,1994,2.0
7203,University of Nottingham,2010,2.0
7204,Fukui University of Technology,2011,1.0
7205,Temple University,2014,1.0
7206,Concordia University,1996,0.0
7207,Southern Illinois University Carbondale,2010,0.0
7208,École de Technologie Superieure,2003,0.0
7209,Concordia University,1999,0.0
7210,Cégep du Vieux Montréal,2017,0.0
7211,Aligarh Muslim University,2017,0.0
7212,Southern Illinois University Carbondale,2009,0.0
7213,Cégep du Vieux Montréal,2012,0.0
7214,Columbia University,2020,0.0
7215,Texas Tech University,2011,0.0
7216,Concordia University,1998,0.0
7217,École de Technologie Superieure,1997,0.0
7218,Southern Illinois University Carbondale,2008,0.0
7219,Cooper Union,2011,0.0
7220,Columbia University,2017,0.0
7221,Concordia University,2008,0.0
7222,University of Wisconsin-Platteville,2021,0.0
7223,Southern Taiwan University of Technology,2010,0.0
7224,University of Wisconsin-Platteville,2005,0.0
7225,Coventry University,2004,0.0
7226,University of Windsor,2017,0.0
7227,Alma Mater Studiorum - Università di Bologna,2015,0.0
7228,Southern Taiwan University of Technology,2009,0.0
7229,Alma Mater Studiorum - Università di Bologna,2020,0.0
7230,Colorado State University,2016,0.0
